iter	MultiClass
0	-1.318123144
1	-1.094371729
2	-0.9661053259
3	-0.8674554286
4	-0.8015319899
5	-0.7477137263
6	-0.7085073045
7	-0.6722698838
8	-0.6419336425
9	-0.6195137788
